timestamp,area_id,leader_id,group_size,area_slice_points,member_upload_points,leader_self_points,member_upload_bytes,leader_self_bytes
000070,15_4,8,1,3182,0,3182,0,50912
000070,14_10,7,1,758,0,758,0,12128
000070,12_4,10,1,291,0,291,0,4656
000070,14_3,1,2,277,101,176,1616,2816
000070,17_5,4,2,177,117,60,1872,960
000070,15_3,8,2,352,95,257,1520,4112
000070,14_11,16,2,185,133,52,2128,832
000070,16_7,12,1,945,0,945,0,15120
000070,14_9,7,1,1050,0,1050,0,16800
000070,12_11,20,2,865,764,101,12224,1616
000070,15_6,4,1,912,0,912,0,14592
000070,12_5,10,1,693,0,693,0,11088
000070,11_5,10,2,1022,192,830,3072,13280
000070,13_9,20,2,791,122,669,1952,10704
000070,16_8,12,2,704,157,547,2512,8752
000070,15_2,1,2,651,187,464,2992,7424
000072,12_9,5,2,4071,824,3247,13184,51952
000072,13_2,11,2,1082,157,925,2512,14800
000072,13_0,2,1,1028,0,1028,0,16448
000072,14_1,1,1,1085,0,1085,0,17360
000072,11_7,9,2,1127,187,940,2992,15040
000072,13_3,11,1,423,0,423,0,6768
000072,14_3,8,2,277,176,101,2816,1616
000072,15_4,8,1,3182,0,3182,0,50912
000072,14_10,7,1,745,0,745,0,11920
000072,12_4,10,1,274,0,274,0,4384
000072,17_5,12,2,179,58,121,928,1936
000072,15_3,1,2,352,257,95,4112,1520
000072,14_11,16,2,186,128,58,2048,928
000072,16_7,12,1,911,0,911,0,14576
000072,14_9,7,1,1041,0,1041,0,16656
000072,12_11,20,2,870,750,120,12000,1920
000072,15_6,4,1,926,0,926,0,14816
000072,12_5,10,1,675,0,675,0,10800
000072,11_5,10,2,978,190,788,3040,12608
000072,16_8,4,2,677,525,152,8400,2432
000072,15_2,1,2,651,187,464,2992,7424
000072,17_7,12,1,410,0,410,0,6560
000072,11_8,19,2,523,395,128,6320,2048
000074,13_2,11,2,1092,167,925,2672,14800
000074,12_9,5,2,4066,824,3242,13184,51872
000074,13_0,2,1,1032,0,1032,0,16512
000074,14_1,1,1,1066,0,1066,0,17056
000074,11_7,9,2,1137,197,940,3152,15040
000074,14_10,7,1,721,0,721,0,11536
000074,13_3,11,1,423,0,423,0,6768
000074,12_4,10,1,247,0,247,0,3952
000074,14_3,8,2,277,176,101,2816,1616
000074,15_4,8,1,3182,0,3182,0,50912
000074,17_5,12,2,190,61,129,976,2064
000074,15_3,1,2,352,257,95,4112,1520
000074,15_8,4,2,320,183,137,2928,2192
000074,16_7,12,1,851,0,851,0,13616
000074,14_9,7,1,1032,0,1032,0,16512
000074,12_11,16,2,892,157,735,2512,11760
000074,15_6,4,1,930,0,930,0,14880
000074,12_5,10,1,665,0,665,0,10640
000074,11_5,10,2,964,192,772,3072,12352
000074,13_9,20,2,778,109,669,1744,10704
000074,15_9,7,1,418,0,418,0,6688
000074,17_7,12,1,477,0,477,0,7632
000074,15_2,1,2,651,187,464,2992,7424
000076,12_9,5,2,4067,824,3243,13184,51888
000076,13_2,11,2,1099,174,925,2784,14800
000076,14_1,1,1,1047,0,1047,0,16752
000076,11_7,9,2,1153,213,940,3408,15040
000076,14_10,7,1,703,0,703,0,11248
000076,13_3,11,1,423,0,423,0,6768
000076,13_0,2,1,1035,0,1035,0,16560
000076,12_4,10,1,242,0,242,0,3872
000076,14_3,8,2,277,176,101,2816,1616
000076,17_5,12,2,191,60,131,960,2096
000076,15_4,8,1,3182,0,3182,0,50912
000076,15_3,1,2,352,257,95,4112,1520
000076,16_7,12,1,833,0,833,0,13328
000076,14_9,7,1,1011,0,1011,0,16176
000076,12_11,16,2,878,157,721,2512,11536
000076,15_6,4,1,934,0,934,0,14944
000076,11_5,10,2,961,194,767,3104,12272
000076,16_8,4,2,628,493,135,7888,2160
000076,15_9,7,1,438,0,438,0,7008
000076,17_7,12,1,513,0,513,0,8208
000076,15_2,1,2,651,187,464,2992,7424
000076,11_8,19,2,523,395,128,6320,2048
000076,12_3,11,1,279,0,279,0,4464
000078,13_2,11,2,1105,180,925,2880,14800
000078,12_9,5,2,4067,828,3239,13248,51824
000078,11_7,9,2,1167,227,940,3632,15040
000078,14_10,7,1,674,0,674,0,10784
000078,13_3,11,1,423,0,423,0,6768
000078,12_4,10,1,220,0,220,0,3520
000078,13_0,2,1,1014,0,1014,0,16224
000078,15_4,8,1,3182,0,3182,0,50912
000078,14_3,1,2,277,101,176,1616,2816
000078,17_5,12,2,205,59,146,944,2336
000078,15_3,8,2,352,95,257,1520,4112
000078,11_5,10,2,957,191,766,3056,12256
000078,16_7,4,2,1213,813,400,13008,6400
000078,14_9,7,1,1007,0,1007,0,16112
000078,14_1,1,1,1026,0,1026,0,16416
000078,12_11,16,2,863,155,708,2480,11328
000078,15_6,4,1,943,0,943,0,15088
000078,11_6,9,2,1321,594,727,9504,11632
000078,13_9,20,2,763,94,669,1504,10704
000078,17_7,12,1,544,0,544,0,8704
000078,15_9,7,1,456,0,456,0,7296
000078,16_8,12,2,604,134,470,2144,7520
000078,14_0,2,2,347,238,109,3808,1744
000080,13_2,11,2,1122,197,925,3152,14800
000080,12_9,5,2,4060,828,3232,13248,51712
000080,11_7,9,2,1172,232,940,3712,15040
000080,14_10,7,1,653,0,653,0,10448
000080,13_3,11,1,423,0,423,0,6768
000080,12_4,10,1,210,0,210,0,3360
000080,14_3,1,2,277,101,176,1616,2816
000080,13_0,2,1,973,0,973,0,15568
000080,17_5,12,2,211,62,149,992,2384
000080,15_4,8,1,3182,0,3182,0,50912
000080,15_3,8,2,352,95,257,1520,4112
000080,11_5,10,2,948,189,759,3024,12144
000080,14_9,7,1,990,0,990,0,15840
000080,14_1,1,1,1004,0,1004,0,16064
000080,16_7,4,2,1183,786,397,12576,6352
000080,12_11,16,2,887,156,731,2496,11696
000080,15_6,4,1,944,0,944,0,15104
000080,11_6,9,2,1341,610,731,9760,11696
000080,17_7,12,1,592,0,592,0,9472
000080,15_9,7,1,468,0,468,0,7488
000080,14_0,2,2,353,248,105,3968,1680
000080,16_8,12,2,567,133,434,2128,6944
000080,15_2,1,2,651,187,464,2992,7424
